lat,lng,name,location,mday,total,bikes,parks
25.05252,121.60922,"Nangang Sta. (Ln. 415, Sec. 7, Zhongxiao E. Rd.)","No. 510, Sec. 7, Zhongxiao E. Rd. (Northwest)",2024-06-23 06:29:19,11,10,1
25.05201,121.60741,MRT Nangang Sta. (Exit 2),"No. 380, Sec. 7, Zhongxiao E. Rd. (Exit 2)",2024-06-23 08:48:20,23,18,5
25.05192,121.60642,MRT Nangang Sta. (Exit 1),"No. 380, Sec. 7, Zhongxiao E. Rd. (Exit 1)",2024-06-23 06:50:32,20,8,12
25.05507,121.60280,Dongxin Elementary School,"No. 68, Dongming St. (North)",2024-06-23 08:50:31,22,10,12
25.03392,121.60985,China University of Science and Technology,"No. 246, Sec. 3, Yanjiuyuan Rd. (East)",2024-06-23 08:50:31,20,17,3
25.04681,121.61703,Liufu Park,"No. 25, Aly. 23, Ln. 35, Sec. 2, Academia Rd. (North)",2024-06-23 08:29:19,19,7,12
25.04805,121.61594,Nangangjiaya Sta.,"No. 1, Ln. 3, Sec. 2, Academia Rd. (West)",2024-06-23 08:41:20,24,16,8
25.05343,121.59945,Taipei Pop Music Center,"No. 200-1, Sec. 2, Nangang Rd.(South)",2024-06-23 08:44:20,21,16,2
25.05766,121.60396,Xingnan Park,"No. 269, Chongyang Rd. (South)",2024-06-23 08:04:20,26,11,15
25.05211,121.59839,Taipei Pop Music Center (Civic Blvd),"No. 99, Sec. 8, Civic Blvd.",2024-06-23 08:50:31,21,16,5
25.05326,121.60656,Nangang Train Sta. (Civic Blvd),"No. 313, Sec. 1, Nangang Rd.",2024-06-23 08:50:31,30,14,16
25.05266,121.61275,"Ln. 527, Sec. 7, Zhongxiao E Rd. Intersection","No. 552, Sec. 7, Zhongxiao E Rd.",2024-06-23 08:48:20,26,15,11
25.05627,121.61369,NKSP (Xinmin St),"No. 15, Xinmin St. (North)",2024-06-23 07:59:20,25,21,4
25.05831,121.61422,World Trade Park,"No. 188-1, Jingmao 2nd Rd.",2024-06-23 08:43:20,35,8,27
25.03595,121.61688,"Lingyun Village 5 (Ln. 8, Sec. 3, Yanjiuyuan Rd.)","No. 1, Ln. 10, Sec. 3, Yanjiuyuan Rd. (East)",2024-06-23 08:21:20,26,12,14
25.05210,121.59053,"Xinxin Park (Ln. 60, Kunyang St.)","No. 8, Ln. 47, Sec. 3, Nangang Rd. (South)",2024-06-23 08:21:20,20,12,8
25.05285,121.59279,Nangang Senior High School (Kunyang St.),"No. 58, Kunyang St. (East)",2024-06-23 08:02:20,26,21,5
25.05234,121.58152,"Ln. 290, Sec. 3, Nangang Rd. Intersection","No.20, Ln. 314, Sec. 3, Nangang Rd.",2024-06-23 08:41:20,20,16,4
25.05289,121.58599,"Ln. 220, Sec. 3, Nangang Rd. Intersection","No. 133, Sec. 3, Nangang Rd.",2024-06-23 08:46:20,25,18,7
25.05168,121.58284,Nangang Rd. & Dongxin St. Intersection,"No. 4, Dongxin St. (East)",2024-06-23 07:41:19,28,12,16
25.05064,121.58030,Bade Rd. & Zhongpo Rd. Intersection,"No. 873, Sec. 4, Bade Rd.",2024-06-23 08:44:20,40,19,21
25.04511,121.58360,MRT Houshanpi Sta. (Exit 3),"No. 150, Yucheng St.",2024-06-23 08:49:20,18,15,3
25.04193,121.58493,Yucheng Park Sports Center,"-No. 19, Zhongpo S. Rd.",2024-06-23 08:48:20,26,13,13
25.03884,121.58788,Baifu Park,"No. 7, Ln. 309, Fude St. (South)",2024-06-23 08:50:31,25,20,3
25.06148,121.61384,"Nanhu Bridge (Ln. 255, Jingmao 2nd Rd.)","No. 1, Ln. 255, Jingmao 2nd Rd.",2024-06-23 08:47:20,20,8,12
25.05937,121.61072,Park St. & Chongyang Rd. Intersection,"No. 458, Chongyang Rd.(West)",2024-06-23 08:49:20,21,6,15
25.05293,121.60549,Nangang Station Building B (Civic Blvd.),"No. 359, Sec. 7, Zhongxiao E. Rd.",2024-06-23 08:46:20,24,19,5
25.04014,121.61766,Dr.Hu Shih Park,"No. 130, Sec. 2, Academia Rd. Intersection (East)",2024-06-23 08:13:19,20,10,10
25.06164,121.61267,Nangang Pumping Station,"No. 505, Chongyang Rd.",2024-06-23 08:17:34,13,9,4
25.06271,121.61597,Jingmao Park,"No. 58, Jingyuan St. (North)",2024-06-23 06:57:19,20,13,7
25.05853,121.60983,Yu Cheng Senior High School,"No. 71, Huimin St. (West)",2024-06-23 08:45:22,20,8,12
25.05436,121.61810,MRT Nangang Exhibition Center Sta. (Exit 7),"No. 2, Aly. 16, Ln. 1, Fukang St. (East)",2024-06-23 08:44:20,20,11,9
25.05172,121.61686,Lixing Bridge (Nangang),"No. 2, Aly. 16, Ln. 101, Sec. 1, Academia Rd.",2024-06-23 08:48:20,18,13,4
25.03987,121.62015,"JiuZhuang Elementary School(Sec. 1, Jiuzong Rd.)","Sec. 1, Jiuzong Rd. & Ln. 145, Sec. 1, Jiuzong Rd. Intersection",2024-06-23 06:50:32,15,11,4
25.05705,121.59265,Siangyang Greens,"No. 76, Sec. 1, Chenggong Rd. (Opposite)",2024-06-23 07:54:20,17,11,6
25.05820,121.59368,Xiaowan Social Housing,"Ln. 258, Xiangyang Rd. & Ln. 39, Chongyang Rd. Intersection (Southwest)",2024-06-23 08:51:20,51,35,16
25.05465,121.61850,MRT Nangang Exhibition Center Sta. (Exit 6),"No. 28, Sec. 1, Nangang Rd.",2024-06-23 08:19:18,25,12,13
25.05535,121.61838,MRT Nangang Exhibition Center Sta. (Exit 4),"No. 32, Sec. 1, Nangang Rd.",2024-06-23 08:47:20,22,14,8
25.04675,121.58731,Chengde Greens,"No. 65, Dongxin St. (Southeast)",2024-06-23 08:46:20,17,13,4
25.04134,121.59323,"Nangang Park (Ln. 170, Dongxin St.)","No. 63, Ln. 170, Dongxin St. (Opposite)",2024-06-23 08:10:07,16,13,3
25.04969,121.58028,Zhongpo Rd. & Civic Blvd. Intersection (Northeast),"Zhongpo N. Rd. & Sec. 7, Civic Blvd. Intersection (Northeast)",2024-06-23 08:48:20,19,2,17
25.04830,121.59425,Kunyang Park,"No. 173, Kunyang St.",2024-06-23 08:48:20,14,11,3
25.05368,121.59969,"Ln. 178, Sec. 2, Nangang Rd.","Sec. 2, Nangang Rd. & Ln. 178, Sec. 2, Nangang Rd. Intersection (North)",2024-06-23 08:46:20,18,9,9
25.05225,121.60766,Nangang Train Sta. (Zhongxiao E. Rd.),"Sec. 7, Zhongxiao E. Rd. & Ln. 415, Sec. 7, Zhongxiao E. Rd. Intersection",2024-06-23 08:50:31,24,6,17
25.05343,121.60633,Nangang Train Sta. (Xinghua Rd.),"Xinghua Rd. & Sec. 8, Civic Blvd. Intersection (Northwest)",2024-06-23 08:50:31,48,5,38
25.04177,121.58735,"Yucheng Park (Ln. 178, Chengfu Rd.)","No. 8, Ln. 178, Chengfu Rd. (Opposite)",2024-06-23 08:45:21,27,8,19
25.04998,121.58383,Yudong Park (Dongxin St.),"Dongxin St. & Sec. 7, Civic Blvd. Intersection (North)",2024-06-23 08:25:22,14,9,5
25.03878,121.59302,Nangang Community,"No. 80, Ln. 373, Fude St.",2024-06-23 08:46:20,25,8,17
25.04066,121.58877,"Ln. 197, Chengfu Rd.","Ln. 197, Chengfu Rd. & Chengfu Rd. Intersection",2024-06-23 08:39:19,15,6,6
25.05543,121.58920,Nangang Evacuating Gate,"No. 398, Songhe St. (Opposite)",2024-06-23 07:24:19,24,15,9
25.04557,121.58629,Cheng De Liti Parking,"Chengfu Rd. & Aly. 10, Ln. 80, Dongxin St.",2024-06-23 08:51:20,17,12,5
25.05545,121.61646,Taipei Nangang Exhibition Center Hall 2,"Jingmao 2nd Rd. & Sec. 1, Nangang Rd. Intersection (Northwest)",2024-06-23 08:39:19,18,13,5
25.03827,121.62274,Jiuzhuang Police Station,"Sec. 1, Jiuzhuang St. & Ln. 215, Sec. 1, Jiuzhuang St. Intersection",2024-06-23 07:56:20,15,12,3
25.05394,121.59124,"Ln. 80, Sec. 3, Nangang Rd.","Sec. 3, Nangang Rd. & Ln. 80, Sec. 3, Nangang Rd. Intersection",2024-06-23 08:37:20,15,2,13
25.05066,121.59431,MRT Kunyang Sta. (Exit 4),"No. 465, Sec. 6, Zhongxiao E. Rd.",2024-06-23 08:47:20,28,7,21
25.04916,121.58906,"Ln. 278, Sec. 6, Zhongxiao E. Rd.","Zhongxiao E. Rd. & Ln. 278, Sec. 6, Zhongxiao E. Rd. Intersection",2024-06-23 08:49:20,14,6,8
25.04126,121.61180,Humanities and Social Science Building,"No. 128, Sec. 2, Academia Rd.",2024-03-15 13:02:36,20,0,20
25.05457,121.58781,"Ln. 130, Sec. 3, Nangang Rd.","No. 380, Songhe St. (Opposite)",2024-06-23 08:23:01,12,8,4
25.05381,121.58638,"Ln. 190, Sec. 3, Nangang Rd.","No. 358, Songhe St. (Opposite)",2024-06-23 08:34:19,16,9,7
25.04880,121.58742,"Ln. 212, Sec. 6, Zhongxiao E. Rd.","No. 226, Sec. 6, Zhongxiao E. Rd.",2024-06-23 08:02:20,15,10,5
25.05296,121.61713,Xinfu Park,"No. 2, Ln. 47, Fukang St. (Opposite)",2024-06-23 08:34:19,12,4,8
25.04728,121.58605,"Ln. 63, Dongxin St.","Dongxin St. & Ln. 63, Dongxin St. Intersection",2024-06-23 08:42:19,15,12,3
25.04487,121.61481,Zhongxing Park,"Aly. 10, Ln. 70, Sec. 2, Academia Rd. & Ln. 98, Sec. 2, Academia Rd. Intersection",2024-06-23 08:47:20,15,8,7
25.05163,121.59535,XiangYang Rd. & Civic Blvd. Intersection (Northwest),"XiangYang Rd. & Sec. 7, Civic Blvd. Intersection",2024-06-23 08:50:31,13,7,6
25.05486,121.59440,XiangYang Rd. & NanGang Rd. Intersection (Northwest),"No. 312, Sec. 2, NanGang Rd.",2024-06-23 08:45:22,16,7,9
25.04997,121.61620,"Ln. 151, Sec. 1, Academia Rd.","No. 18, Ln. 151, Sec. 1, Academia Rd.",2024-06-23 08:50:31,14,6,8
25.05801,121.60674,XingZhong Rd. & ChongYang Rd. Intersection,XingZhong Rd. & ChongYang Rd. Intersection,2024-06-23 08:26:19,14,7,7
25.05800,121.62189,Taipei Metro Neihu Depot (Gangdong St.),"No. 77, Jingmao 1st Rd. (Gangdong St.)",2024-06-23 06:52:19,20,16,4
25.02035,121.55769,Lizhong Community Center,"No. 16, Ln. 391, Sec. 3, Heping E. Rd.",2024-06-23 08:31:20,16,14,2
25.02561,121.55409,"Ln. 159, Sec. 2, Keelung Rd. Intersection","No. 155, Sec. 2, Keelung Rd.",2024-06-23 08:46:20,14,12,2
25.02811,121.55671,"Ln. 175, Jiaxing St Intersection.","No. 131-4, Sec. 2, Keelung Rd.",2024-06-23 08:50:31,16,0,16
25.01320,121.56335,"Ln. 631, Sec. 3, Heping E. Rd Intersection","No. 633, Sec. 3, Heping E. Rd.",2024-06-23 08:24:20,24,12,12
25.01545,121.56134,"Ln. 530, Sec. 3, Heping E. Rd Intersection","Ln. 530, Sec. 3, Heping E. Rd Intersection (Northeast)",2024-06-23 06:52:19,15,10,5
25.02698,121.55841,Jingqin No. 2 Park,"No. 50, Xin'an St. (Opposite)",2024-06-23 08:37:19,41,32,9
25.02668,121.56175,Taipei Medical University,"Taipei Medical University (Aly. 59, Ln. 220, Wuxing St)",2024-06-23 08:49:20,64,47,17
25.02868,121.55932,Sanxing Park,"No. 28, Aly. 35, Ln. 118, Wuxing St. (Sanxing Park)",2024-06-23 08:50:31,47,21,18
25.03162,121.57396,Songde Sta.,"No. 300, Songde Rd. (South)",2024-06-23 08:49:20,50,15,35
25.03222,121.56974,MRT Xiangshan Sta. (Exit 2),"No. 128, Sec. 5, Xinyi Rd. (East)",2024-06-23 08:38:14,31,30,0
25.02863,121.56981,Xiangshan Park,"No. 15, Ln. 153, Songren Rd. (East)",2024-06-23 08:51:20,48,24,24
25.02678,121.56884,"Aly. 3, Ln. 253, Songren Rd","No. 6, Ln. 215, Songren Rd.",2024-06-23 08:45:22,25,9,5
25.03616,121.56983,Xingya Junior High School,"No. 101, Songren Rd. (East)",2024-06-23 08:43:19,18,4,14
25.03295,121.56867,MRT Xiangshan Sta. (Exit 1),"No. 152, Sec. 5, Xinyi Rd. (Exit 1)",2024-06-23 08:48:20,24,8,16
25.03471,121.57301,"Ln. 200, Songde Rd","No. 53, Ln. 200, Songde Rd. (North)",2024-06-23 08:51:20,41,18,23
25.03820,121.57495,Zhongquan Park,"No. 54, Ln. 164, Hulin St. (North)",2024-06-23 08:50:31,34,28,4
25.02868,121.56672,Taipei Emergency Operation Center,"No. 2, Aly. 11, Ln. 391, Zhuangjing Rd. (Northeast)",2024-06-23 08:51:20,53,16,37
25.03189,121.56678,Taipei Xinyi Sports Center,"No. 100, Songqin St.",2024-06-23 08:51:20,35,33,2
25.03275,121.56337,MRT Taipei 101/World Trade Center Sta. (Exit 3),"No. 16, Sec. 5, Xinyi Rd.",2024-06-23 08:51:20,15,10,5
25.03003,121.56287,Jingxin Park,"No. 12, Ln. 239, Zhuangjing Rd. (Opposite)",2024-06-23 08:45:22,17,8,9
25.03281,121.55756,"Guangfu S. Rd & Sec. 4, Xinyi Rd Intersection (Southeast)","No. 485, Guangfu S. Rd.",2024-06-23 08:49:20,16,7,9
25.03452,121.55760,Sanzhangli,"No. 455, Guangfu S. Rd.",2024-06-23 08:43:20,56,10,46
25.03745,121.56020,"Ln. 496, Sec. 4, Ren'ai Rd Intersection","Sec. 4, Ren'ai Rd & Ln. 496, Sec. 4, Ren'ai Rd Intersection.(Southwest)",2024-06-23 08:51:20,34,13,21
25.03961,121.57199,Songshan High School of Agriculture and Industry,"No. 15, Ln. 236, Sec. 5, Zhongxiao E. Rd.",2024-06-23 08:51:20,34,6,28
25.03423,121.57636,Songyou Park,"No. 22, Aly. 2, Ln. 76, Sec. 6, Xinyi Rd. (Opposite)",2024-06-23 08:50:31,39,29,7
25.03894,121.57915,Linkou Park,"No. 82, Linkou St. (Opposite)",2024-06-23 08:50:31,51,34,17
25.03470,121.58018,Songshan High School of Commerce and Home Economics,"No. 655, Songshan Rd.",2024-06-23 08:26:19,25,14,11
25.03301,121.58096,Yong Chun Pi Wetland Park,"No. 721, Songshan Rd. (Opposite)",2024-06-23 08:48:20,23,11,12
25.03801,121.56541,Taipei City Hall,Taipei City Hall East Gate. (Songzhi Rd),2024-06-23 08:17:34,63,2,61
25.03607,121.56535,Songzhi Rd & Songshou Rd Intersection,Songzhi Rd & Songshou Rd Intersection. (Northwest),2024-06-23 08:31:20,39,3,36
25.03627,121.56383,Shifu Rd & Songshou Rd Intersection,Shifu Rd & Songshou Rd Intersection. (Northeast),2024-06-23 08:36:15,28,0,28
25.03899,121.56369,Shifu Rd & Songgao Rd Intersection,Shifu Rd & Songgao Rd Intersection. (Southeast),2024-06-23 08:49:20,54,8,46
25.03599,121.56218,City Hall Square,Shifu Rd & Songshou Rd Intersection. (Northwest),2024-06-23 08:49:20,44,16,28
25.03306,121.56620,Xinyi Plaza (Taipei 101),Songzhi Rd & Xinyi Rd Intersection. (Northeast),2024-06-23 08:48:20,96,19,77
25.03338,121.56333,MRT Taipei 101/World Trade Center Sta. (Exit 5),Shifu Rd & Xinyi Rd Intersection. (Northwest),2024-06-23 08:36:20,21,2,19
25.04270,121.58112,Chunguang Park,"No. 230, Linkou St. (Opposite)",2024-06-23 08:49:20,41,12,29
25.03476,121.56865,"Ln. 121, Songren Rd Intersection","No. 123, Songren Rd. (North)",2024-06-23 08:48:20,31,14,17
25.03846,121.58618,Fude Elementary School,"No. 2, Ln. 251, Fude St. (Opposite)",2024-06-23 08:51:20,36,33,3
25.03841,121.58355,Fude Park,"No. 135, Dadao Rd. (Opposite)",2024-06-23 08:49:20,35,26,9
25.03918,121.56654,Songgao Rd. (Xinyi Place A4),"No. 19, Songgao Rd.",2024-06-23 08:48:20,17,9,8
25.04010,121.56822,Xingya Rd. & Songren Rd. Intersection,"No. 28, Songren Rd. (North)",2024-06-23 08:44:20,65,23,42
25.04626,121.57045,"Fuxiang Park (Aly. 11, Ln. 127, Yongji Rd.)","No. 99, Songlong Rd. (Southwest)",2024-06-23 08:50:25,19,18,0
25.02388,121.56984,Bus Wuxing Sta.,"No. 277, Songren Rd. (South)",2024-06-23 08:47:19,56,9,47
25.01930,121.57105,Taihe Park,"No. 81, Ln. 600, Wuxing St. (West)",2024-06-23 08:51:20,40,20,20
25.04773,121.56895,"Xingya Elementary School (Ln. 37, Sec. 1, Jilong Rd.)","No. 9, Ln. 83, Sec. 1, Jilong Rd. (West)",2024-06-23 08:49:20,27,15,12
25.04732,121.57211,"Yaxiang Park (Ln. 50, Songxin Rd.)","No. 61, Songxin Rd. (West)",2024-06-23 08:48:20,12,8,4
25.04890,121.57841,Songshan Sta.,"No. 11, Songshan Rd. (South)",2024-06-23 08:51:20,70,36,34
25.04797,121.57432,Wuchang Park,"No. 161, Songlong Rd.",2024-06-23 08:50:30,37,22,15
25.04548,121.57207,Yongji Rd. & Songxin Rd. Intersection,Songxin Rd./Yongji Rd. (Southwest),2024-06-23 08:47:20,35,32,3
25.02969,121.55766,Sanxing Elementary School,"No. 99-1, Sec. 2, Keelung Rd.",2024-06-23 08:47:20,22,8,14
25.04927,121.57205,Civic Blvd. & Songxin Rd. Intersection,"Sec. 6, Civic Blvd. & Songxin Rd. Intersection (West)",2024-06-23 08:45:22,20,18,2
25.04330,121.56380,Songshan Senior High School,"No. 36, Ln. 599, Sec. 4, Zhongxiao E. Rd. (Opposite)",2024-06-23 08:43:20,42,4,37
25.03005,121.55764,Keelung Rd. & Guangfu Rd. Intersection,"Sec. 2, Keelung Rd. & Guangfu S. Rd. Intersection (Northeast)",2024-06-23 08:46:20,31,1,30
25.04108,121.56290,Keelung Rd. & Zhongxiao Rd. Intersection (Southwest),"No. 550, Sec. 4, Zhongxiao E. Rd.",2024-06-23 08:47:20,14,4,10
25.02130,121.57027,Taihe Activity Center,"No. 60, Ln. 308, Songren Rd.",2024-06-23 08:23:00,25,22,3
25.04395,121.58184,MRT Houshanpi Sta. (Exit 2),"No. 800, Sec. 5, Zhongxiao E. Rd.",2024-06-23 08:43:19,22,21,1
25.04519,121.57712,Hulin St. & Yongji Rd. Intersection,"No. 356, Yongji Rd. (East)",2024-06-23 08:51:20,15,8,5
25.04345,121.57539,Yongji Park,"No. 66, Ln. 326, Yongji Rd. (West)",2024-06-23 08:49:20,18,9,5
25.04561,121.57549,"Ln. 321, Yongji Rd. Intersection","No. 323, Yongji Rd. (West)",2024-06-23 08:43:19,15,4,8
25.04623,121.57772,Songshan Rd. & Yongji Rd. Intersection,"No. 166, Songshan Rd",2024-06-23 08:44:20,20,1,19
25.04320,121.57789,"Ln. 292, Songshan Rd. Intersection","No. 279, Songshan Rd",2024-06-23 08:44:20,17,11,6
25.03295,121.57120,MRT Xiangshan Sta.(Exit.3),"Sec. 5, Sinyi Rd. & Ln. 91, Sec. 5, Sinyi Rd. Intersection (Northwest)",2024-06-23 08:49:20,51,28,23
25.03657,121.57349,Songde Park,"No. 20, Ln. 168, Songde Rd.",2024-06-23 08:41:19,40,11,29
25.03511,121.56369,TWTC Exhibition Hall 3,Shihfu Rd. & Songshou Rd. Intersection (Southeast),2024-06-23 08:50:31,54,3,51
25.03830,121.57620,Songde Rd. & Hulin St. Intersection,"No. 79, Songde Rd.",2024-06-23 08:51:20,30,20,9
25.04185,121.57204,Futai Park,"No. 209, Songsin Rd.",2024-06-23 08:42:20,32,20,11
25.04516,121.56702,"Ln. 101, Sec. 1,Keelung Rd. Intersection","No. 109-6, Sec. 1, Keelung Rd.",2024-06-23 08:39:19,32,27,5
25.04050,121.57538,MRT Yongchun Sta.(Exit.2),"No. 44, Ln. 132, Hulin St. (West)",2024-06-23 08:51:20,30,6,20
25.02606,121.56310,"Ln. 260, Wuxing St. Intersection","Ln. 260, Wuxing St. & Aly. 21, Ln. 260, Wuxing St. Intersection (Southeast)",2024-06-23 08:51:20,32,12,20
25.03593,121.57906,Songshan Vocational High School (Linkou St.),"Linkou St., Xinyi Dist. & Fude St. Intersection (Southeast)",2024-06-23 08:46:20,47,31,16
25.03771,121.56124,Ren'ai Rd. & Yisian Rd. Intersection,"Sec. 4, Ren'ai Rd. & Yisian Rd. Intersection (Northwest)",2024-06-23 08:44:19,38,19,19
25.03321,121.55873,Xinyi & Keelung Intersection,"No. 393, Sec. 4, Sinyi Rd.",2024-06-23 08:44:20,26,16,10
25.03270,121.56157,MRT Taipei 101 / World Trade Center Sta.(Exit.2),MRT Taipei 101 & World Trade Center Sta. (Exit.2) (West),2024-06-23 08:51:20,52,47,5
25.02236,121.56268,"Aly. 36, Ln. 284, Wuxing St.","No. 24, Aly. 36, Ln. 284, Wuxing St. (West)",2024-06-23 08:44:20,25,23,0
25.04260,121.58381,Xiehe Youde High School,"No. 51, Zhongpo S. Rd. (Opposite)",2024-06-23 08:45:22,20,5,15
25.03929,121.58755,Fude Elementary School  Bus Station,"No. 308, Fude St. (Opposite)",2024-06-23 08:46:20,19,17,2
25.03656,121.56866,"Ln. 95, Songren Rd.","Songren Rd. & Ln. 95, Songren Rd. Intersection (Southeast)",2024-06-23 08:51:20,60,17,42
25.03404,121.56598,Nan Shan Plaza,Songzhi Rd. & Songlian Rd. Intersection (Northeast),2024-06-23 08:51:20,68,14,54
25.03214,121.55974,Jinglian Plaza,"No. 8, Songqin St. (Opposite)",2024-06-23 08:51:20,23,9,14
25.02976,121.56420,Jingping Park,"No. 15, Ln. 50, Songping Rd. (Opposite)",2024-06-23 08:35:21,26,16,10
25.04084,121.56789,MRT Taipei City Hall Sta. (Exit 3),Zhongxiao E. Rd. & Songren Rd. Intersection (Southeast),2024-06-23 08:51:20,92,14,78
25.04719,121.58058,Wufenpu Park,"No. 57, Zhongpo N. Rd.",2024-06-23 08:45:22,18,5,13
25.02306,121.57036,"No. 305, Songren Rd.","Songren Rd. & Aly. 3, Ln. 583, Wuxing St. Intersection",2024-06-23 08:48:20,21,11,10
25.02474,121.56741,"Ln.394, Wuxing St.","Ln. 394, Wuxing St. & Wuxing St. Intersection",2024-06-23 08:43:19,12,3,8
25.04090,121.57050,"Ln. 215, Sec. 5, Zhongxiao E. Rd.","Sec. 5, Zhongxiao E. Rd. & Ln. 215, Sec. 5, Zhongxiao E. Rd. Intersection",2024-06-23 08:41:20,24,14,10
25.03203,121.56150,Songqin St. & Zhuangjing Rd. Intersection,Songqin St. & Zhuangjing Rd. Intersection,2024-06-23 08:51:20,15,10,4
25.03047,121.56838,Songren Rd & Songping Rd. Intersection,Songren Rd & Songping Rd. Intersection,2024-06-23 08:50:30,10,9,1
25.03322,121.57433,Xinyi Rd. & Songde Rd. Intersection,"No. 180, Sec. 5, Xinyi Rd.",2024-06-23 08:45:22,23,13,10
25.04146,121.56731,MRT Taipei City Hall Sta. (Exit 4),"Ln. 71, Sec. 5, Zhongxiao E. Rd. & Aly. 18, Ln. 31, Sec. 5, Zhongxiao E. Rd. Intersection",2024-06-23 08:50:31,14,0,14
25.02326,121.56329,"Ln. 284, Wuxing St. (Guangan Shrine)","No. 23, Ln. 284, Wuxing St. (Opposite)",2024-06-23 08:51:20,15,10,5
25.02605,121.55770,Jingqin No.2 Park (Southwest),"Ln. 67, Xin'an St. & Xin'an St. Intersection (Southeast)",2024-06-23 08:50:31,22,11,11
25.02589,121.56073,Keqin New Village,"No. 75, Ln. 67, Xin'an St. (Opposite)",2024-06-23 08:45:22,18,15,3
25.02186,121.55532,"No. 291, Sec. 3, Heping E. Rd.","No. 291, Sec. 3, Heping E. Rd.",2024-06-23 08:49:20,20,6,11
25.04533,121.57915,"Ln. 468, Yongji Rd.","No. 478, Yongji Rd.",2024-06-23 08:44:19,13,7,5
25.03866,121.58082,Guangci Social Housing (Zone D),"No. 15, Ln. 84, Fude St. (Opposite)",2024-06-23 08:50:31,23,18,5
25.02188,121.55891,"Ln. 341, Sec. 3, Heping E. Rd.","No. 63, Ln. 341, Sec. 3, Heping E. Rd. (Opposite)",2024-06-23 08:43:19,22,13,9
25.04367,121.56741,Gexin Park,"No. 36, Songlong Rd. (Opposite)",2024-06-23 08:44:20,20,8,12
25.02460,121.56028,Lishuang Park,"Ln. 103, Xin'an St. & Aly. 22, Ln. 284, Wuxing St. Intersection",2024-06-23 08:46:20,17,14,3
25.04144,121.56126,Taipei Cultural & Sports Park,"No. 545, Sec. 4, Zhongxiao E. Rd.",2024-06-23 08:51:20,33,5,28
25.04206,121.55792,MRT S.Y.S Memorial Hall Sta. (Exit 5),"No. 200, Guangfu S. Rd. (Opposite)",2024-06-23 08:49:20,23,16,7
25.04482,121.55795,Guangfu S. Rd. & Yanchang Rd. Intersection,"No. 76, Guangfu S. Rd. (Opposite)",2024-06-23 08:43:20,25,20,5
25.04557,121.58059,Zhongpo N. Rd. & Yongji Rd. Intersection,"No. 35, Zhongpo N. Rd.",2024-06-23 08:48:20,15,3,12
25.02261,121.57178,"Aly. 66, Ln. 281, SongRen Rd.","No. 14, Aly. 66, Ln. 281, Songren Rd.",2024-06-23 08:50:25,20,20,0
25.04892,121.56906,KeeLung Rd. & Civic Blvd. Intersection,"No. 3, Sec. 1, KeeLung Rd.",2024-06-23 08:37:19,26,14,12
25.02559,121.56954,"Aly. 4, Ln. 253, SongRen Rd.","No. 1, Aly. 4, Ln. 253, Songren Rd.",2024-06-23 08:41:20,15,12,1
25.03633,121.57582,"Ln. 169, Songde Rd.","No. 23, Ln. 169, Songde Rd. (Opposite)",2024-06-23 08:45:22,20,15,5
25.02365,121.49528,Dechang St & Baoxing St Intersection (Northwest),"No. 186, Baoxing St.",2024-06-23 08:47:20,14,9,5
25.02160,121.49597,Baoxing St & Changtai St Intersection (Southwest),Baoxing St & Changtai St Intersection. (Southwest),2024-06-23 08:50:30,17,11,6
25.01975,121.49730,"Ln. 486, Wanda Rd","No. 482, Wanda Rd.",2024-06-23 08:50:31,10,0,10
25.02485,121.50898,"Guoxing Rd & Sec. 2, Zhonghua Rd Intersection","No. 2, Guoxing Rd.",2024-06-23 08:47:20,22,11,9
25.02442,121.51070,Guting Junior High School,"No. 465, Sec. 2, Zhonghua Rd. (Opposite)",2024-06-23 08:51:20,25,17,7
25.02297,121.50845,Guoxing Rd & Shuiyuan Rd Intersection,"No. 15, Ln 1, Guoxing Rd. (Opposite)",2024-06-23 08:39:19,23,20,3
25.02481,121.50755,Youth Park Golf Driving Range,"No. 42, Guoxing Rd. (Opposite)",2024-06-23 08:43:20,25,11,14
25.02594,121.50651,Guoxing Rd & Qingnian Rd Intersection,Guoxing Rd & Qingnian Rd Intersection. (Southwest),2024-06-23 08:47:20,51,16,35
25.02410,121.50289,Youth Park Baseball Field,"No. 66, Qingnian Rd (Opposite)",2024-06-23 08:49:20,28,11,17
25.02085,121.50539,Youth Park Basketball Courts,Youth Park Basketball Courts. (South),2024-06-23 08:31:20,24,3,18
25.02964,121.50258,Fuhua Garden Metro,"No. 123, Xizang Rd.",2024-06-23 08:49:20,38,24,14
25.02582,121.50255,Xinhe Elementary School,"No. 1, Aly. 37, Ln. 277, Wanda Rd. (East)",2024-06-23 08:43:20,20,9,11
25.03124,121.50122,Taipei Juguang Post Office,"No. 210, Juguang Rd.",2024-06-23 08:48:20,16,10,6
25.03116,121.50336,Juguang Car Park,"No. 137, Juguang Rd.",2024-06-23 06:59:19,10,3,7
25.03301,121.50160,"Ln. 146, Bangka Blvd Intersection","No. 142, Bangka Blvd.",2024-06-23 07:59:20,14,11,3
25.02257,121.49807,Dongyuan Elementary School,"No. 199, Dongyuan St.",2024-06-23 08:45:22,33,11,17
25.01688,121.49534,Huazhong Evacuation Gate,"No. 371, Sec. 3, Huanhe S. Rd.",2024-06-23 08:47:20,12,8,4
